target_token,rel_freq
cầi,8.443449993667413e-05
đầu,0.7199448469063929
dầu,0.0406535203869471
đẩu,0.0019150379724672255
đấu,0.12780416274539844
đâu,0.012617364470026919
đau,0.02005865487732814
dấu,0.04710993412269375
dâu,0.006697161366571097
đậu,0.017913812348164845
dậu,0.003764417500164146
dẫu,0.0011161935610951828
đảu,1.0943074128384146e-05
dàu,3.2829222385152435e-05
đàu,7.660151889868903e-05
dau,0.00018603226018253048
dáu,2.1886148256768292e-05
đău,1.0943074128384146e-05
đãu,1.0943074128384146e-05
đạu,1.0943074128384146e-05
đáu,4.3772296513536584e-05
cá,0.19609242083310466
cả,0.5570129703821598
ca,0.2101421436803688
cà,0.03653293818487825
cã,7.317563982950076e-05
ćà,1.829390995737519e-05
cạ,7.317563982950076e-05
că,1.829390995737519e-05
ça,1.829390995737519e-05
cấ,1.829390995737519e-05
quả,0.25698887834810163
quá,0.231980299941465
qua,0.4969824193125164
quà,0.008416930747027835
qúa,0.0003633207516702662
quạ,0.004723169771713461
qủa,0.0004036897240780736
quâ,0.0001009224310195184
qùa,2.018448620390368e-05
quấ,2.018448620390368e-05
channa,0.75
chánna,0.25
maculata,1.0
vân,0.04516660588624607
vẫn,0.22965544254899578
văn,0.44152248200224214
vấn,0.10725718221970096
vận,0.1025028026527277
van,0.012169590880235557
vằn,0.001607304455880168
vạn,0.040115077596336965
vãn,0.003457730594162378
vần,0.005726866296581439
vàn,0.0008779394086740413
ván,0.006807407107257182
vắn,0.0009859934897416156
vặn,0.001215608412010211
vẩn,0.0006753380066723395
vǎn,0.00021610816213514863
vẵn,2.701352026689358e-05
vẳn,1.350676013344679e-05
giống,0.8041877104377104
giông,0.006418350168350169
giọng,0.15782828282828282
gióng,0.011047979797979798
giồng,0.014730639730639731
giong,0.001367845117845118
giòng,0.004208754208754209
giợng,0.00010521885521885521
gíong,0.00010521885521885521
như,0.9613051297882049
nhu,0.030856575309371057
nhứ,5.368695138646552e-05
nhũ,0.0033822779373473277
nhủ,0.0006576651544842027
nhử,0.0008858346978766811
nhú,0.00029527823262556036
nhữ,0.0017448259200601294
nhự,9.395216492631465e-05
nhụ,0.0004026521353984914
nhừ,0.000281856494778944
nhù,4.026521353984914e-05
chữ,0.17941305300043803
chủ,0.5703197547087167
chú,0.09988611476127902
chứ,0.029697766097240473
chu,0.09287779237844941
chư,0.023180026281208934
chử,0.0030661410424879547
chừ,0.000683311432325887
chụ,5.256241787122208e-05
chù,0.0006132282084975909
chǔ,1.7520805957074027e-05
chũ,0.00015768725361366622
chü,1.7520805957074027e-05
chū,1.7520805957074027e-05
nhất,0.7669653924515936
nhạt,0.008705315799222077
nhật,0.21791784803453632
nhát,0.003063245330331828
nhặt,0.0028495305398435608
nhât,0.00022796244318748485
nhắt,0.0002564577485859205
nhẩt,1.4247652699217803e-05
và,0.9958807579186757
va,0.002312461048971693
vả,0.0006204830474191186
vạ,0.00018587157367621173
vã,0.0005275472605810127
vá,0.00041821104077147635
vā,1.3667027476192038e-05
vẫ,8.200216485715223e-06
vầ,2.186724396190726e-05
vâ,2.7334054952384077e-06
vă,5.466810990476815e-06
vậ,2.7334054952384077e-06
hai,0.6831554325624299
hài,0.03124794096329973
hải,0.2044046913092179
hãi,0.006737168083283916
hại,0.06592211899584899
hái,0.008483231205113
hǎi,1.6472293602161166e-05
hàì,1.6472293602161166e-05
hăi,1.6472293602161166e-05
bát,0.053707362043987884
bắt,0.5821941261688397
bất,0.30040827077571447
bật,0.04959831423679705
bạt,0.01227446332148031
bat,0.0013170025023047543
bặt,0.0002634005004609509
bât,2.6340050046095088e-05
băt,5.2680100092190176e-05
bằt,5.2680100092190176e-05
bẳt,2.6340050046095088e-05
bầt,2.6340050046095088e-05
bät,5.2680100092190176e-05
còn,0.5119412200543344
con,0.4470733514448012
côn,0.020017288219313412
cơn,0.013954062731538652
cồn,0.0057174611015065446
cón,1.2348728081007657e-05
cổn,0.0010372931588046432
cỏn,6.174364040503828e-05
cốn,6.174364040503828e-05
cọn,3.704618424302297e-05
cỡn,1.2348728081007657e-05
cờn,2.4697456162015314e-05
cợn,2.4697456162015314e-05
cộn,1.2348728081007657e-05
cớn,1.2348728081007657e-05
argus,1.0
tương,0.27820133515399786
tưởng,0.14411697769685936
tượng,0.2231072674859657
tướng,0.2910977089971173
tường,0.05482855408890912
tuởng,9.482627825823093e-05
tuồng,0.006922318312850857
tựợng,3.793051130329237e-05
tuợng,0.00017068730086481566
tưỏng,7.586102260658473e-05
tuông,0.0007586102260658474
tuơng,0.00018965255651646185
tưỡng,3.793051130329237e-05
tuớng,0.0001137915339098771
tuống,1.8965255651646183e-05
tưong,1.8965255651646183e-05
tứong,1.8965255651646183e-05
tuổng,1.8965255651646183e-05
tưóng,3.793051130329237e-05
tuong,3.793051130329237e-05
tửơng,1.8965255651646183e-05
tuọng,1.8965255651646183e-05
từơng,3.793051130329237e-05
tưọng,1.8965255651646183e-05
đối,0.2491725428119154
đới,0.022644573731060994
đôi,0.05789116625208149
đời,0.1471331949098534
đội,0.2543531443373147
đổi,0.16476163065600394
dõi,0.012046954340809572
đợi,0.01187221182904015
đòi,0.0218119770573361
đói,0.009004378841765515
đồi,0.019591719260736384
dội,0.007812018173221224
dời,0.011224636638365232
dồi,0.0027444853319079825
dối,0.003484571264107888
đọi,4.111588512221697e-05
doi,0.0012848714100692803
đỗi,0.00023641633945274758
đốì,1.0278971280554243e-05
dôi,0.00011306868408609666
dơi,0.0020557942561108484
đoi,2.0557942561108485e-05
dọi,0.00013362662664720515
dỗi,0.00013362662664720515
dòi,5.139485640277121e-05
đơi,7.19527989638797e-05
đởi,2.0557942561108485e-05
dổi,0.00012334765536665092
đỏi,7.19527989638797e-05
dợi,2.0557942561108485e-05
dỏi,3.083691384166273e-05
dới,3.083691384166273e-05
nhọn,0.30471859010801594
nhơn,0.5497441728254691
nhờn,0.05173393973848778
nhộn,0.07504263786242182
nhỡn,0.0045480386583285955
nhổn,0.0011370096645821489
nhón,0.0045480386583285955
nhõn,0.0005685048322910744
nhốn,0.0028425241614553724
nhởn,0.0028425241614553724
nhớn,0.0005685048322910744
nhon,0.0005685048322910744
nhôn,0.0005685048322910744
nhợn,0.0005685048322910744
dài,0.17305279285704853
đại,0.6587285863348786
dải,0.012693003658649338
đài,0.1022704758885763
đai,0.03118437215199905
đãi,0.008558861988350437
dại,0.004926628891442459
dai,0.004358679716289575
đái,0.0025887915890689594
dãi,0.0008849440636103076
dái,0.0005547410548004914
đầi,2.6416240704785303e-05
đaị,6.604060176196326e-05
đải,3.9624361057177956e-05
đậi,1.3208120352392651e-05
dạị,1.3208120352392651e-05
đạị,1.3208120352392651e-05
đâì,1.3208120352392651e-05
dǎi,1.3208120352392651e-05
rắn,0.6724137931034483
răn,0.06851179673321234
rán,0.039927404718693285
ran,0.06896551724137931
rận,0.007713248638838476
rạn,0.13294010889292196
rằn,0.0027223230490018148
rãn,0.00045372050816696913
ràn,0.0013611615245009074
rần,0.0018148820326678765
rấn,0.0013611615245009074
rân,0.00045372050816696913
rặn,0.0013611615245009074
của,0.9790628032254827
cửa,0.01888781075383946
cua,0.0009898395065859181
cùa,8.64366893075027e-05
cưa,0.0006691872720580855
cũa,2.2306242401936183e-05
cứa,2.2306242401936183e-05
cựa,0.00012547261351089102
cữa,2.788280300242023e-06
cúa,2.788280300242023e-06
cuả,0.000122684333210649
cừa,2.788280300242023e-06
cụa,2.788280300242023e-06
chúng,0.4631482309738471
chứng,0.20121936865892986
chung,0.23318660106871308
chủng,0.07358583837480286
chừng,0.020197264659494833
chưng,0.0061203832301499495
chùng,0.0005414185165132648
chững,0.0010828370330265296
chửng,0.0008238977425201855
chũng,4.707987100115346e-05
chựng,4.707987100115346e-05
bẹt,0.3684210526315789
bét,0.29473684210526313
bet,0.2
bết,0.10526315789473684
bệt,0.031578947368421054
so,0.05314761923392934
số,0.7895066317148558
sở,0.09830588051175711
sợ,0.017089870495715795
sọ,0.0020736335537384094
sơ,0.024531476192339294
sổ,0.007512030987127822
sớ,0.0012363550999647873
sộ,0.0017136820689385344
sờ,0.0005477522594780703
sô,0.0016589068429907273
sỡ,0.0011033295512343987
sò,0.0009703040025040103
sỗ,4.6950193669548886e-05
sồ,5.477522594780704e-05
sỏ,0.0004460268398607144
só,7.825032278258148e-06
sō,3.130012911303259e-05
sŏ,7.825032278258148e-06
sõ,7.825032278258148e-06
với,0.9731945125666979
voi,0.010248064089416031
vội,0.0035522658700078776
vời,0.004243397095762548
vòi,0.0028239770514706976
vơi,0.00031212377937307707
vôi,0.0046669936534831525
vói,0.00022294555669505507
vối,0.0004756171876161175
vởi,0.00011890429690402937
vợi,5.202062989551285e-05
vớí,2.9726074226007342e-05
vọi,1.4863037113003671e-05
vơí,2.9726074226007342e-05
vởí,7.4315185565018356e-06
vồi,7.4315185565018356e-06
thân,0.40938967136150234
thần,0.48923425611138094
than,0.050477578112352275
thằn,0.005115751983163348
thận,0.03266958070260644
thán,0.005148130160271977
thản,0.003108305002428363
thắn,0.0035615994819491663
thẩn,0.00048567265662943174
thăn,0.0003885381253035454
thẫn,9.713453132588635e-05
thàn,0.00016189088554314392
thấn,0.00012951270843451513
thẳn,3.237817710862878e-05
tạo,0.8691023738872403
tảo,0.015578635014836795
táo,0.0189540059347181
tao,0.016283382789317506
tào,0.08000741839762611
taọ,3.70919881305638e-05
tạọ,3.70919881305638e-05
màu,0.43004252267021875
mâu,0.051180900660894514
mẫu,0.25380398585993136
máu,0.15318407705312773
mẩu,0.008402069778164866
mầu,0.011066140683436651
mậu,0.05015625800502075
mau,0.035247707362057484
mấu,0.006711409395973154
mằu,5.12321327936882e-05
mạu,5.12321327936882e-05
mãu,5.12321327936882e-05
maứ,5.12321327936882e-05
nâu,0.4412759787336878
nấu,0.46495891735137745
náu,0.07153214113098115
nậu,0.01401643305944901
nẫu,0.0028999516674722086
nau,0.0043499275012083135
nàu,0.0009666505558240696
xám,0.14626939177542478
xâm,0.7835508495444472
xam,0.002216202905688254
xăm,0.041369120906180744
xẩm,0.019207091849298204
xắm,0.0004924895345973898
xẫm,0.0009849790691947797
xấm,0.0002462447672986949
xảm,0.0012312238364934746
xầm,0.0019699581383895593
xạm,0.0002462447672986949
xàm,0.0019699581383895593
xãm,0.0002462447672986949
xen,0.8709677419354839
xẻn,0.003395585738539898
xén,0.10865874363327674
xên,0.013582342954159592
xến,0.003395585738539898
lẫn,0.07805126555126556
lần,0.5099474474474475
lan,0.3101404976404976
làn,0.019331831831831833
lấn,0.013513513513513514
lặn,0.009438009438009438
lân,0.03558022308022308
lằn,0.00487987987987988
lận,0.004584942084942085
lẩn,0.0030566280566280564
lăn,0.006756756756756757
lạn,0.0022254397254397253
lán,0.0007239382239382239
lãn,0.0006435006435006435
lān,0.00016087516087516087
län,0.0008848133848133849
lắn,2.6812526812526813e-05
lản,2.6812526812526813e-05
lẳn,2.6812526812526813e-05
những,0.7221498463586287
nhưng,0.26931845537319987
nhúng,0.0015718149506506747
nhũng,0.004842889307410187
nhung,0.0018125433665160933
nhùng,4.248148515272094e-05
nhửng,4.248148515272094e-05
nhứng,0.00011328396040725583
nhừng,4.9561732678174426e-05
nhựng,4.9561732678174426e-05
nhưñg,7.0802475254534895e-06
chỗ,0.025961103573043872
cho,0.9258631086989296
chó,0.006987788331071913
chợ,0.017465701794060002
chớ,0.001319161766922961
chờ,0.009023066485753052
chở,0.012015679179858284
chổ,0.00012814714307251621
chỏ,0.00037690336197798886
chố,4.522840343735866e-05
chồ,3.015226895823911e-05
chò,0.00020352781546811397
chơ,0.00030906075682195087
chõ,0.00012814714307251621
chọ,3.769033619779888e-05
chô,2.261420171867933e-05
chō,8.291873963515754e-05
đen,0.04945484831659179
đến,0.8880546161223563
đền,0.045934077027913786
đèn,0.01192519307455454
đên,0.0003911968098531119
den,0.002220988339811216
dền,0.0010347786583211347
đẹn,2.5238503861491092e-05
dễn,1.2619251930745546e-05
dến,0.000694058856191005
đển,0.000138811771238201
dèn,6.309625965372773e-05
đẽn,1.2619251930745546e-05
đén,1.2619251930745546e-05
đẻn,1.2619251930745546e-05
đễn,1.2619251930745546e-05
ánh,0.06957656512929702
anh,0.6825783852467461
ảnh,0.24774202410797075
ành,5.151275799306295e-05
ẩnh,1.7170919331020985e-05
ạnh,1.7170919331020985e-05
ânh,1.7170919331020985e-05
thể,0.5178622112780858
thế,0.38871884564932224
the,0.07996379229665769
thề,0.002930369211178361
thê,0.002109558987104841
thẻ,0.0068272999946302135
thệ,0.0014498423584102364
thẽ,7.67112358947215e-06
thé,9.20534830736658e-05
thè,2.301337076841645e-05
thễ,1.53422471789443e-05
sống,0.4139546406612464
sông,0.4100358100042792
song,0.10224994932546565
sóng,0.07103443616134772
sòng,0.002342289588072341
sŏng,6.756604580977906e-05
sổng,0.00011261007634963177
sộng,6.756604580977906e-05
sồng,4.504403053985271e-05
sọng,4.504403053985271e-05
sōng,2.2522015269926354e-05
sỏng,2.2522015269926354e-05
trong,0.8979279084826246
trọng,0.07301100798618605
trống,0.008288366069501403
trồng,0.01442693718972588
trông,0.0060263328296999786
tròng,0.0002417440103604576
trổng,4.316857327865314e-06
tróng,4.316857327865314e-05
trộng,2.158428663932657e-05
trỗng,4.316857327865314e-06
trơng,4.316857327865314e-06
các,0.9994513975034492
cac,0.0002210786180129945
cắc,5.322263026238757e-05
cấc,2.8658339372054844e-05
cạc,0.00019242027864093967
câc,1.2282145445166362e-05
cặc,2.0470242408610602e-05
càc,8.18809696344424e-06
cảc,8.18809696344424e-06
cãc,4.09404848172212e-06
môi,0.07079898180160328
mỗi,0.206299152767752
mọi,0.15669997340526576
mới,0.42456593594468295
mối,0.0782645036282816
mồi,0.01173967554424224
mời,0.0411268568823373
mỏi,0.0075035143041677745
moi,0.00195661259070704
mòi,0.0003039398199156567
mởi,7.598495497891418e-05
mỡi,7.598495497891418e-05
mõi,9.498119372364272e-05
mói,0.00026594734242619964
mổi,5.698871623418563e-05
mơi,1.8996238744728545e-05
moị,1.8996238744728545e-05
mội,7.598495497891418e-05
mợi,3.799247748945709e-05
mơí,1.8996238744728545e-05
trường,0.6468716052676716
trưởng,0.23895103962188638
trượng,0.00586990909264165
trương,0.09694879076061062
truồng,0.0004002210744982943
trướng,0.009681538373577785
truờng,0.0003811629280936136
truởng,0.00011434887842808408
truông,0.00047645366011701704
trưỡng,3.8116292809361365e-05
truong,0.00013340702483276477
trưòng,3.8116292809361365e-05
trừơng,1.9058146404680682e-05
truỏng,1.9058146404680682e-05
trưong,1.9058146404680682e-05
trửong,1.9058146404680682e-05
truòng,1.9058146404680682e-05
nước,0.9988058056218997
nuớc,0.0005327944148447547
nưóc,1.8372221201543268e-05
nuóc,3.6744442403086535e-05
nườc,1.8372221201543268e-05
nứoc,5.51166636046298e-05
nuốc,5.51166636046298e-05
nuoc,3.6744442403086535e-05
nược,0.00034907220282932204
nứơc,9.186110600771634e-05
thiếu,0.5685004509305567
thiểu,0.13290153316389275
thiệu,0.2440764122325162
thiều,0.01664343691071575
thiêu,0.03755021726654095
thieu,0.00032794949577765023
ôxy,0.7359477124183007
oxy,0.26405228758169935
là,0.9489599591511224
la,0.028844255758191488
lạ,0.003145258292822231
lá,0.017302868633483973
lã,0.0016213214296054346
lả,0.00011054464292764327
lā,2.6320153078010303e-06
lå,5.2640306156020605e-06
lậ,7.896045923403091e-06
loài,0.3529731548836366
loại,0.6452406223303736
loai,0.0003106474410417044
lọai,0.0010096041833855393
loâi,2.5887286753475367e-05
loaị,2.5887286753475367e-05
lòai,0.0003365347277951798
lọài,2.5887286753475367e-05
lọại,2.5887286753475367e-05
loàì,2.5887286753475367e-05
ngọt,0.647093023255814
ngột,0.3116279069767442
ngớt,0.013953488372093023
ngót,0.02732558139534884
tìm,0.8509506298411705
tim,0.11078945309443705
tím,0.038259917064392454
thấy,0.4712614526202327
thay,0.4476429001680246
thầy,0.07167992898582887
thảy,0.004501791205655772
thày,0.0029483562121548363
thây,0.0016802460133785626
tháy,0.00019021652981644104
thẩy,6.340550993881369e-05
thậy,3.1702754969406845e-05
ở,0.9542209087430493
ô,0.025881510066840894
ổ,0.007131866253083556
ồ,0.000993250779539034
o,0.00912650921199391
ơ,0.0010176749790358954
ỗ,1.6282799664574325e-05
ò,5.698979882601015e-05
ợ,4.884839899372298e-05
ó,0.0005291909890986656
ố,0.00019539359597489192
ỏ,0.00017911079631031758
ō,0.0001139795976520203
ö,0.0001546865968134561
ớ,4.070699916143582e-05
ờ,0.00014654519698116894
ø,8.141399832287164e-05
ỡ,8.141399832287163e-06
ọ,1.6282799664574325e-05
ő,8.141399832287163e-06
õ,2.442419949686149e-05
ộ,8.141399832287163e-06
khu,0.9499475341028332
khử,0.017873382301504023
khứ,0.030814970269324938
khư,0.0008044770898915705
khù,0.00017488632388947185
khú,0.00027981811822315494
khụ,6.995452955578873e-05
khủ,3.497726477789437e-05
vực,0.9976521976521977
vức,0.0007644007644007644
vục,0.0011466011466011465
vưc,0.000273000273000273
vuc,0.0001638001638001638
nhiệt,0.9992815059635005
nhiêt,0.0007184940364994971
châu,0.9004639903167239
cháu,0.08133951987088965
chầu,0.007706273956021787
chậu,0.006173088561630018
chẩu,0.00020173492031470649
chấu,0.003147064756909421
chaú,4.03469840629413e-05
chau,0.0008876336493847085
chẫu,4.03469840629413e-05
phi,0.7277520947702976
phí,0.23988731580468073
phì,0.019791967639410574
phỉ,0.0124963883270731
phị,7.22334585379948e-05
á,0.3657142857142857
a,0.491609022556391
ả,0.12162406015037594
ạ,0.0012030075187969924
à,0.015037593984962405
ā,0.0008421052631578948
ă,0.0006015037593984962
â,0.0006616541353383459
å,0.001142857142857143
ẩ,0.00012030075187969925
ä,0.0010225563909774435
ặ,6.015037593984962e-05
ą,0.00012030075187969925
ǻ,6.015037593984962e-05
ầ,6.015037593984962e-05
ấ,6.015037593984962e-05
ẳ,6.015037593984962e-05
đặc,0.9148067645655517
đạc,0.01924402268992207
dặc,0.0042941207655198006
đắc,0.056459735991093676
dắc,0.0005831522027249112
đác,0.002067539627842867
đăc,0.0008482213857816891
dạc,0.00037109685627948895
dác,0.00047712452950220006
dac,0.0007421937125589779
đac,0.00010602767322271113
biệt,0.402996016715134
biết,0.5966129859974096
biêt,0.0003176852960582586
bịêt,2.4437330466019892e-05
biét,2.4437330466019892e-05
biet,2.4437330466019892e-05
trung,0.8486215066501535
trùng,0.047156857465941525
trưng,0.061722578213343385
trứng,0.018065801518496582
trừng,0.010984868881589576
trúng,0.01072909374831727
trựng,1.3461849119595068e-05
trũng,0.002369285445048732
trụng,0.0001615421894351408
trủng,0.0001615421894351408
trững,1.3461849119595068e-05
quốc,0.9997230377222622
quộc,4.154434166066582e-05
quóc,8.308868332133163e-05
quôc,9.693679720822024e-05
quoc,4.154434166066582e-05
quớc,1.3848113886888606e-05
triều,0.5082891960556345
triệu,0.4897730698014899
triểu,0.00021530379365284415
triêu,0.0014640657968393402
trìeu,4.3060758730568835e-05
triếu,8.612151746113767e-05
trịêu,4.3060758730568835e-05
triêù,4.3060758730568835e-05
trièu,4.3060758730568835e-05
tiên,0.45980464581794306
tiền,0.2092095542969712
tiến,0.2689813674792744
tiện,0.04760732167774768
tien,0.00022982844947878192
tiễn,0.01370762537962735
tiển,0.0003939916276779118
tièn,1.6416317819912992e-05
tìển,3.2832635639825985e-05
tịên,1.6416317819912992e-05
sri,0.9811320754716981
śrī,0.016172506738544475
srỉ,0.0026954177897574125
lanka,0.9928057553956835
laṅkā,0.0035971223021582736
lankā,0.0035971223021582736
việt,0.6442849370842912
viết,0.3546094312139134
viet,0.0006142398343307418
viêt,0.00043874273880767275
vịệt,1.754970955230691e-05
viẹt,1.754970955230691e-05
viét,1.754970955230691e-05
nam,0.278548357142597
năm,0.6350099958851183
nằm,0.07238186101896123
nắm,0.010680484900569165
nấm,0.002294137568141348
nâm,4.369785844078758e-05
nậm,0.00043333709620447684
nǎm,0.0003313754265093058
nẫm,3.2773393830590684e-05
nạm,7.647125227137827e-05
nãm,2.5490417423792754e-05
naṃ,3.641488203398965e-06
nẳm,2.184892922039379e-05
nầm,7.28297640679793e-06
nám,2.5490417423792754e-05
ñam,3.641488203398965e-06
nẵm,3.641488203398965e-06
nàm,1.0924464610196896e-05
nặm,6.190529945778241e-05
nảm,3.641488203398965e-06
v,1.0
đó,0.3051129052160271
độ,0.2321035096687761
do,0.18075851857074865
đo,0.009355884997091436
đồ,0.03867951136103227
dò,0.0029658552063318586
đổ,0.020227749475576866
đỏ,0.017006293077614625
đô,0.16620247139910804
đỗ,0.010730843131379012
đỡ,0.009756914452925312
dở,0.0012868197923460664
dỗ,0.0011413915281425725
đố,0.000881383419415114
đọ,0.0002600081087274586
đò,0.0008240934971531315
đơ,0.00025560119163038305
đợ,1.7627668388302278e-05
đờ,0.00013661443000934266
dó,0.00045831937809585926
dỡ,0.0013088543778314442
dô,7.051067355320911e-05
dồ,3.5255336776604556e-05
dọ,6.169683935905798e-05
dơ,0.00017186976678594721
dộ,8.813834194151139e-05
đớ,4.4069170970755695e-06
dō,3.084841967952899e-05
dổ,4.4069170970755695e-06
đõ,4.4069170970755695e-06
đở,3.084841967952899e-05
dố,1.7627668388302278e-05
dợ,8.813834194151139e-06
được,0.9911452022847564
đước,0.0005739220741361561
đuốc,0.0006058066338103871
dược,0.00669120259449217
đuợc,0.0002186369806232976
duoc,6.37691193484618e-05
đựợc,4.5549370963187e-05
dươc,9.1098741926374e-06
đưọc,2.27746854815935e-05
đựoc,0.00032795547093494637
đựơc,0.0001184283645042862
dước,8.198886773373659e-05
đươc,5.92141822521431e-05
duộc,4.5549370963187e-06
đuơc,4.5549370963187e-06
đuọc,1.36648112889561e-05
duọc,4.5549370963187e-06
duốc,4.5549370963187e-06
đuộc,4.5549370963187e-06
coi,0.7408376963350786
còi,0.005863874345549738
cối,0.08052356020942408
côi,0.030261780104712043
cõi,0.06575916230366492
cởi,0.022827225130890052
cội,0.012565445026178011
cỏi,0.012251308900523561
cỡi,0.001675392670157068
cói,0.01842931937172775
cỗi,0.005968586387434555
cời,0.000418848167539267
cơi,0.0010471204188481676
cới,0.00031413612565445024
cọi,0.000837696335078534
cơỉ,0.00010471204188481675
cổi,0.00031413612565445024
sản,0.4988760644966066
săn,0.028941339212380582
sẵn,0.03860286171270479
san,0.1213634202221934
sân,0.27004711883456534
sàn,0.015043444430035014
sắn,0.0047334976008299836
sán,0.0042796005706134095
sān,6.484243288808196e-05
sần,0.0010158647819132841
sạn,0.015799939480395972
sẩn,0.0003458263087364371
sẳn,0.00045389703021657374
sāṅ,2.161414429602732e-05
sằn,8.645657718410928e-05
sấn,0.00023775558725630053
sãn,4.322828859205464e-05
sẫn,2.161414429602732e-05
sận,2.161414429602732e-05
lớn,0.9600778144295018
lợn,0.01872057289464039
lộn,0.013617525162818236
lọn,0.00022554907101976374
lon,0.003383236065296456
lơn,0.0012405198906087005
lôn,0.0018325862020355803
lốn,0.00036651724040711605
lòn,0.0001691618032648228
lổn,8.45809016324114e-05
lỡn,2.8193633877470467e-05
lồn,2.8193633877470467e-05
lỏn,2.8193633877470467e-05
lón,8.45809016324114e-05
lởn,2.8193633877470467e-05
lờn,5.6387267754940934e-05
lön,2.8193633877470467e-05
nhanh,0.70621344222492
nhánh,0.2897031232755766
nhành,0.0026487142699481293
nhảnh,0.0009932678512305484
nhãnh,0.00011036309458117205
nhạnh,0.0002207261891623441
nhấnh,0.00011036309458117205
mét,0.9536199095022625
mệt,0.04095022624434389
met,0.004524886877828055
mẹt,0.0009049773755656109
nặng,0.15489411602400496
năng,0.6170242119059116
nâng,0.11036766227495344
nắng,0.019728219631647927
nẵng,0.0285576326136442
nàng,0.053873215147961645
nạng,0.00027591915568738357
nấng,0.002000413878733531
nang,0.012174932744705802
nǎng,0.0002069393667655377
nằng,0.00031040905014830656
nẫng,6.897978892184589e-05
nẳng,0.0002069393667655377
náng,3.4489894460922946e-05
nãng,0.00027591915568738357
tuổi,0.9341423948220064
tươi,0.045792880258899674
tưới,0.018500539374325782
tuôi,0.00016181229773462783
tuối,0.00026968716289104636
tưổi,0.00016181229773462783
tuơi,0.0005393743257820927
tưởi,0.00010787486515641856
tuồi,0.00010787486515641856
tuoi,0.00010787486515641856
tuội,5.393743257820928e-05
tười,5.393743257820928e-05
khoảng,0.9351307393969723
khoang,0.014043538095833854
khoáng,0.04954335043162767
khỏang,0.0006255473539346928
khoàng,0.00046916051545101964
khoãng,6.255473539346929e-05
khoẳng,3.1277367696734645e-05
khóang,3.1277367696734645e-05
khoắng,6.255473539346929e-05
kg,1.0
đực,0.01996420212033595
đức,0.7360250585157648
dục,0.18342971224012117
đúc,0.03858598375327
dực,0.00812336500068842
