target_token,recall,precision,f1
chất,1.0,0.9737753587333003,0.9867134620205565
hyđrocacbon,1.0,0.3333333333333333,0.5
ra,1.0,0.961257720381808,0.9802462066991126
bởi,1.0,0.8789649415692822,0.9355841848067525
những,0.9900439916647372,0.8958726168028494,0.9406071271447427
hạt,0.8646517739816032,0.982089552238806,0.9196366177498253
nhân,0.9645390070921985,0.8558352402745996,0.9069414974234618
do,0.6820866141732284,0.7192527244421381,0.700176812326345
nhẹ,1.0,0.9587628865979382,0.9789473684210526
hơn,0.9989218328840971,0.9155138339920948,0.9554008765145656
nên,0.9807497467071935,0.9046728971962616,0.9411764705882353
xuất,1.0,0.999219968798752,0.999609832227858
hiện,1.0,0.9244871235268441,0.9607620775686097
lộ,0.9881656804733728,0.4575342465753425,0.6254681647940075
thiên,0.9943693693693694,0.9403620873269436,0.9666119321291735
nơi,0.9023668639053254,0.7634543178973717,0.8271186440677966
vì,0.9153674832962138,0.8291862811028917,0.8701482004234297
thế,0.9619872036130975,0.9230769230769231,0.9421304828603023
loài,0.558252427184466,0.7615894039735099,0.6442577030812324
người,1.0,0.9929496951219512,0.9964623769002773
tìm,0.9984375,0.9063829787234042,0.950185873605948
thấy,0.9762845849802372,0.9573643410852714,0.9667318982387475
hằng,0.1346153846153846,0.9545454545454546,0.23595505617977527
ngàn,0.8425925925925926,0.9381443298969072,0.8878048780487804
trước,1.0,0.9970817120622568,0.9985387238188017
công,0.9819258335930197,0.91572217378669,0.9476691729323309
nguyên,0.9896551724137931,0.9207149404216315,0.9539411206077874
thời,1.0,0.9574198988195616,0.9782468231746715
thường,0.9884974838245866,0.8566978193146417,0.917890520694259
sử,0.9512195121951219,0.9699481865284975,0.9604925602873268
dụng,0.985784581738655,0.9010494752623688,0.9415143603133159
chiến,1.0,0.9876543209876543,0.9937888198757764
còn,0.9658074697527617,0.9048792508624939,0.9343511450381679
rất,1.0,0.9991823385118561,0.9995910020449897
dấu,0.4634146341463415,0.9743589743589743,0.628099173553719
tích,0.9981325863678805,0.9753649635036497,0.9866174434702354
của,0.9999265515975028,0.9816844534179405,0.9907215369501147
khai,0.9951573849878934,0.9256756756756757,0.9591598599766628
thác,1.0,0.9629629629629629,0.9811320754716981
trung,0.9995638901003053,0.9127837514934289,0.9542048293089094
quốc,1.0,1.0,1.0
khi,0.9993366500829187,0.8584045584045584,0.9235249042145595
dân,0.9980109398309299,0.7743055555555556,0.8720399739300456
cư,0.959731543624161,0.8881987577639752,0.9225806451612903
bản,0.9817184643510055,0.8075187969924812,0.886138613861386
địa,0.9991941982272361,0.9560524286815728,0.9771473601260835
để,0.9918836658775786,0.8042226487523992,0.8882495457298607
sản,0.9871071716357775,0.8948137326515705,0.9386973180076628
muối,0.704,0.8301886792452831,0.7619047619047619
ăn,0.7526315789473684,0.8511904761904762,0.7988826815642458
như,1.0,0.9768047954130832,0.9882663150955834
ống,0.0,-1,-1
ông,1.0,0.9566395663956639,0.9778393351800554
dẫn,0.7352150537634409,0.9382504288164666,0.8244159758854559
bằng,0.9912711402073104,0.8863414634146342,0.9358743239763071
tre,0.3076923076923077,1.0,0.47058823529411764
có,0.9988301813218952,0.8348407072435428,0.9095024632728242
niên,1.0,0.9907692307692307,0.9953632148377125
đại,0.9908503767491926,0.819679430097952,0.8971734892787525
khoảng,1.0,0.9617880317231434,0.9805218669606761
kỷ,0.9649321266968326,0.9804597701149426,0.9726339794754846
ta,0.9942062572421785,0.910828025477707,0.9506925207756234
đốt,0.8289473684210527,0.9402985074626866,0.8811188811188811
làm,0.999474513925381,0.8100511073253833,0.8948482709950599
bay,0.9824561403508771,0.6934984520123839,0.8130671506352087
hơi,0.2721518987341772,1.0,0.42786069651741293
biển,0.8753943217665615,0.8980582524271845,0.8865814696485623
ruộng,1.0,0.9285714285714286,0.962962962962963
mãi,0.8181818181818182,0.9642857142857143,0.8852459016393442
đến,0.9996834441278886,0.9119260756569448,0.9537903956508608
mới,0.9658823529411765,0.745685740236149,0.8416196822142491
bắt,0.9915458937198067,0.9122222222222223,0.9502314814814815
mô,0.9173228346456693,0.8218694885361552,0.8669767441860465
hình,1.0,0.9969549330085262,0.9984751448612382
nghiệp,1.0,1.0,1.0
kiếm,0.9659863945578231,0.7802197802197802,0.8632218844984801
đèn,0.0,-1,-1
cá,0.6719457013574661,0.9369085173501577,0.782608695652174
cả,0.9897959183673469,0.8408668730650155,0.9092735185805155
voi,0.0,-1,-1
quá,0.815114709851552,0.975767366720517,0.8882352941176471
quả,0.9397363465160076,0.943289224952741,0.9415094339622642
đắt,0.0,-1,-1
tiền,0.7837370242214533,0.8628571428571429,0.8213961922030825
tiên,0.915615906886518,0.8581818181818182,0.8859690286250587
chỉ,0.9928806133625411,0.8233424159854678,0.9001986097318768
giàu,1.0,0.8974358974358975,0.945945945945946
khả,0.9948586118251928,0.9748110831234257,0.984732824427481
năng,0.9981532779316713,0.871071716357776,0.9302925989672979
dùng,0.9204771371769384,0.7234375,0.8101487314085739
nến,0.0,-1,-1
nền,0.850187265917603,0.9380165289256198,0.8919449901768173
mỡ,0.10869565217391304,0.7142857142857143,0.18867924528301885
thì,0.859375,0.8910891089108911,0.8749447635881574
lại,0.9995129079396006,0.9348519362186788,0.9661016949152542
mùi,0.8918918918918919,0.9705882352941176,0.9295774647887325
khó,0.9946808510638298,0.7083333333333334,0.827433628318584
ngửi,0.6,1.0,0.7499999999999999
số,0.9991641125661744,0.861604997597309,0.9252999612953167
nhà,1.0,0.9653353428786737,0.9823619631901841
triển,1.0,0.9920634920634921,0.9960159362549801
phương,1.0,0.9536231884057971,0.9762611275964391
pháp,1.0,1.0,1.0
cách,1.0,0.9989344698987747,0.9994669509594882
thương,0.8284023668639053,0.9523809523809523,0.8860759493670886
mại,1.0,0.9296296296296296,0.963531669865643
bác,0.3402061855670103,0.9166666666666666,0.4962406015037594
sĩ,1.0,0.9129720853858785,0.9545064377682403
canada,1.0,1.0,1.0
tên,1.0,0.9948453608247423,0.9974160206718347
abraham,1.0,1.0,1.0
gessner,1.0,1.0,1.0
đăng,0.4431818181818182,0.6,0.5098039215686274
ký,0.6136865342163356,0.936026936026936,0.7413333333333334
sáng,0.9085841694537347,0.9065628476084538,0.9075723830734965
chế,0.9987639060568603,0.9276693455797933,0.9619047619047618
rẻ,0.8157894736842105,0.9393939393939394,0.8732394366197183
đột,0.9876543209876543,0.8888888888888888,0.935672514619883
tương,0.9230072463768116,0.9171917191719172,0.9200902934537246
đối,0.9670510708401977,0.8735119047619048,0.9179046129788897
sạch,0.16666666666666666,1.0,0.2857142857142857
sách,1.0,0.9539473684210527,0.9764309764309764
mỹ,1.0,0.9527972027972028,0.9758281110116382
benjamin,1.0,1.0,1.0
silliman,1.0,1.0,1.0
nghị,0.989247311827957,0.8782816229116945,0.9304677623261695
axit,0.029411764705882353,0.5,0.05555555555555555
sunfuric,1.0,1.0,1.0
cũng,0.9797377830750894,0.8622377622377623,0.9172400967082016
đi,0.9810690423162584,0.8398474737845567,0.9049820236260915
lớn,1.0,0.9829763866007688,0.991415120465245
cuộc,1.0,0.9960474308300395,0.998019801980198
khoan,0.3684210526315789,1.0,0.5384615384615384
khoản,1.0,0.7045454545454546,0.8266666666666667
tiến,0.9053356282271945,0.8456591639871383,0.8744804655029095
hành,1.0,0.9550735863671572,0.9770206022187006
gian,1.0,0.8983516483516484,0.9464544138929089
lần,0.9807162534435262,0.7946428571428571,0.8779284833538841
lẽ,0.872,0.9396551724137931,0.9045643153526971
diễn,0.9441860465116279,0.7341772151898734,0.8260427263479145
wietze,1.0,1.0,1.0
đức,0.9951040391676866,0.8798701298701299,0.9339460080413555
nhưng,0.6723087339201084,0.9421252371916509,0.7846700908731727
toàn,0.9978586723768736,0.9529652351738241,0.9748953974895397
biết,0.9846153846153847,0.9660377358490566,0.9752380952380952
edwin,1.0,1.0,1.0
l,1.0,1.0,1.0
drake,1.0,1.0,1.0
ngày,0.9990421455938697,0.9165202108963093,0.9560036663611365
tháng,0.9925841414717627,0.8955223880597015,0.9415584415584416
oil,1.0,0.75,0.8571428571428571
creek,1.0,1.0,1.0
pennsylvania,1.0,1.0,1.0
lời,0.8674698795180723,0.6565349544072948,0.7474048442906573
yêu,0.9577464788732394,0.9444444444444444,0.951048951048951
cầu,0.9739010989010989,0.8635809987819733,0.9154293092317624
george,1.0,1.0,1.0
h,1.0,1.0,1.0
bissel,1.0,1.0,1.0
m,1.0,1.0,1.0
phần,0.9775678866587958,0.694048616932104,0.8117647058823529
chia,1.0,0.9881422924901185,0.9940357852882703
tách,1.0,1.0,1.0
chưng,0.10294117647058823,1.0,0.18666666666666665
cất,0.6666666666666666,0.6666666666666666,0.6666666666666666
phân,0.7637434554973822,0.9239904988123515,0.8362594052311001
đoạn,0.8539553752535497,0.958997722095672,0.9034334763948497
phẩm,0.9783001808318263,0.9343696027633851,0.9558303886925794
thu,0.8795180722891566,0.7386172006745363,0.8029330889092575
lọc,0.5714285714285714,0.9230769230769231,0.7058823529411765
thể,0.9611747137879542,0.9575998016364989,0.9593839274624271
kể,0.9506493506493506,0.9312977099236641,0.9408740359897171
hỏa,0.20125786163522014,0.9142857142857143,0.32989690721649484
hoa,0.9392201834862385,0.6438679245283019,0.7639925373134328
benzen,1.0,1.0,1.0
xăng,1.0,0.9516129032258065,0.9752066115702479
sáp,0.8163265306122449,0.9302325581395349,0.8695652173913043
parafin,1.0,1.0,1.0
nhựa,1.0,1.0,1.0
đường,0.9648924122310306,0.7888888888888889,0.8680590932246561
v,1.0,1.0,1.0
chính,1.0,0.953328509406657,0.9761066864234117
xác,1.0,0.996551724137931,0.9982728842832469
hiđrô,1.0,0.9105691056910569,0.9531914893617021
cacbon,1.0,0.9454545454545454,0.9719626168224299
điều,1.0,0.9052945563012678,0.950293542074364
kiện,0.9645569620253165,0.9794344473007712,0.9719387755102041
thông,0.933993399339934,0.9921121822962313,0.96217594560136
bốn,0.9948979591836735,0.7926829268292683,0.8823529411764707
alkan,1.0,1.0,1.0
nhất,0.9995700773860705,0.8853769992383854,0.9390145395799676
ch,1.0,1.0,1.0
mêtan,1.0,0.8666666666666667,0.9285714285714286
êtan,1.0,1.0,1.0
prôpan,1.0,1.0,1.0
butan,1.0,1.0,1.0
dạng,0.8333333333333334,0.7901390644753477,0.8111615833874107
khí,0.47161572052401746,0.9908256880733946,0.6390532544378698
sôi,0.95,0.8837209302325582,0.9156626506024096
c,1.0,1.0,1.0
f,1.0,1.0,1.0
chuỗi,1.0,0.9371428571428572,0.967551622418879
dễ,0.15948275862068967,1.0,0.275092936802974
dung,0.6994535519125683,0.9660377358490566,0.8114104595879555
môi,0.9075342465753424,0.9706959706959707,0.9380530973451326
bề,0.9743589743589743,0.8296943231441049,0.8962264150943396
mặt,0.9905437352245863,0.8330019880715706,0.9049676025917925
khô,0.631578947368421,0.8135593220338984,0.7111111111111111
nhanh,0.9849624060150376,0.916083916083916,0.9492753623188405
nhánh,0.8471337579617835,0.9708029197080292,0.9047619047619049
pha,0.4369747899159664,0.9811320754716981,0.6046511627906976
trộn,0.8333333333333334,0.9285714285714286,0.8783783783783784
lẫn,0.5285714285714286,1.0,0.691588785046729
đời,0.8632958801498127,0.896887159533074,0.8797709923664122
gọi,1.0,0.9408360128617363,0.9695162359178264
tiếp,1.0,0.9420289855072463,0.9701492537313433
điêzen,1.0,0.75,0.8571428571428571
sưởi,0.14285714285714285,0.6666666666666666,0.23529411764705882
suối,0.9761904761904762,0.7735849056603774,0.863157894736842
nhiên,1.0,1.0,1.0
liệu,1.0,0.9432799013563502,0.9708121827411168
nặng,0.5974842767295597,0.9405940594059405,0.7307692307692306
động,0.9134715025906736,0.8242169237961664,0.8665519783730645
cơ,0.44129032258064516,0.9513212795549374,0.6029087703834288
tàu,1.0,0.9135802469135802,0.9548387096774192
thủy,0.9955555555555555,0.7887323943661971,0.8801571709233791
tất,1.0,0.9035087719298246,0.9493087557603688
phòng,0.8590425531914894,0.8303341902313625,0.8444444444444444
phong,0.95,0.8351648351648352,0.888888888888889
lỏng,0.35537190082644626,1.0,0.524390243902439
bôi,0.08333333333333333,1.0,0.15384615384615385
trơn,0.1111111111111111,1.0,0.19999999999999998
tròn,0.8666666666666667,0.8333333333333334,0.8496732026143791
nhờn,0.0,-1,-1
nhọn,0.5882352941176471,0.9090909090909091,0.7142857142857143
vadơlin,0.0,-1,-1
vadolin,-1,0.0,-1
nằm,0.5489566613162119,0.957983193277311,0.6979591836734694
rắn,1.0,0.8942307692307693,0.9441624365482234
hắc,0.75,0.8,0.7741935483870969
ín,0.0,-1,-1
in,1.0,0.9950248756218906,0.9975062344139651
bitum,1.0,1.0,1.0
áp,0.9973544973544973,0.921760391198044,0.9580686149936467
suất,1.0,0.9961977186311787,0.9980952380952381
quyển,0.2689075630252101,1.0,0.423841059602649
quyền,1.0,0.7774219375500401,0.8747747747747747
tính,0.916579223504722,0.8576337751595483,0.8861273142277454
muốn,1.0,0.7355371900826446,0.8476190476190476
lỗ,0.6363636363636364,0.6533333333333333,0.6447368421052633
giếng,0.7692307692307693,0.7692307692307693,0.7692307692307693
khoán,0.8461538461538461,0.9166666666666666,0.8799999999999999
trúng,0.0,-1,-1
lớp,1.0,0.9864130434782609,0.9931600547195623
sẽ,1.0,0.9769150052465897,0.9883227176220806
tự,0.6341911764705882,0.8868894601542416,0.7395498392282959
phun,1.0,0.7368421052631579,0.8484848484848484
lượng,0.9965753424657534,0.879154078549849,0.9341894060995185
giảm,0.9836734693877551,0.9601593625498008,0.9717741935483872
phải,0.9866875489428347,0.9662576687116564,0.976365749709415
bơm,0.46153846153846156,1.0,0.631578947368421
bom,1.0,0.8888888888888888,0.9411764705882353
hút,1.0,0.9932432432432432,0.9966101694915254
hoặc,1.0,0.9990723562152134,0.9995359628770303
xuống,0.9919028340080972,0.8277027027027027,0.9023941068139963
dạy,0.5585585585585585,0.8857142857142857,0.6850828729281767
ngành,1.0,1.0,1.0
thô,0.0,-1,-1
thờ,0.7463235294117647,0.8353909465020576,0.7883495145631066
khu,1.0,0.9308712121212122,0.9641981363413438
vực,1.0,0.9973890339425587,0.9986928104575163
mà,0.9903273809523809,0.8773895847066578,0.9304439007340091
nó,1.0,0.9056505961638155,0.9504896626768227
ví,0.9216216216216216,1.0,0.9592123769338958
dụ,0.8417721518987342,0.9708029197080292,0.9016949152542374
west,1.0,1.0,1.0
texas,1.0,1.0,1.0
intermediate,1.0,1.0,1.0
wti,1.0,1.0,1.0
hay,1.0,0.985981308411215,0.9929411764705882
brent,1.0,1.0,1.0
trọng,0.6731428571428572,0.9865996649916248,0.8002717391304348
nhớt,0.9,1.0,0.9473684210526316
bình,0.994077834179357,0.9201252936570086,0.955673037820252
nói,0.8728139904610492,0.7831669044222539,0.8255639097744362
ngọt,0.9777777777777777,0.6875,0.8073394495412843
nếu,1.0,0.9462809917355371,0.9723991507430998
chứa,0.7171428571428572,0.8900709219858156,0.7943037974683544
ít,1.0,0.9760348583877996,0.9878721058434399
lưu,1.0,0.9987244897959183,0.9993618379068284
huỳnh,1.0,0.9324324324324325,0.965034965034965
chua,0.0,-1,-1
chưa,0.9496021220159151,0.7782608695652173,0.8554360812425328
đáng,0.851528384279476,0.9420289855072463,0.8944954128440367
mất,0.709375,0.7747440273037542,0.7406199021207178
đoàn,0.9964476021314387,0.7780859916782247,0.8738317757009345
thùng,0.6428571428571429,1.0,0.782608695652174
thung,1.0,0.6,0.7499999999999999
barrel,1.0,1.0,1.0
tiêu,0.9578783151326054,0.9096296296296297,0.933130699088146
chuẩn,1.0,1.0,1.0
opec,1.0,1.0,1.0
cố,0.18181818181818182,1.0,0.3076923076923077
gắng,1.0,0.8470588235294118,0.9171974522292993
giữ,1.0,0.9947916666666666,0.9973890339425587
giá,0.8090024330900243,0.9895833333333334,0.8902275769745648
gia,0.995257854179016,0.8210268948655257,0.89978563772776
giỏ,0.0,-1,-1
gió,0.6620689655172414,0.8648648648648649,0.7500000000000001
hạn,0.9915966386554622,0.8473967684021544,0.9138431752178121
dưới,1.0,0.9392265193370166,0.9686609686609687
tăng,1.0,0.844776119402985,0.9158576051779935
quan,0.8947368421052632,0.9110047846889953,0.9027975343764817
thị,0.9095607235142119,0.7578040904198062,0.8267762771579565
giờ,0.9918918918918919,0.734,0.8436781609195403
bao,0.9671302149178256,0.8732876712328768,0.9178164367126574
gồm,1.0,0.9546769527483124,0.9768130241736557
xem,1.0,1.0,1.0
thêm,1.0,0.9680672268907563,0.9837745516652433
xã,0.9960835509138382,0.6836917562724014,0.8108395324123273
hội,0.9964303926568078,0.8458874458874459,0.9150081948021542
điện,0.8067169294037012,0.9074787972243639,0.8541364296081277
tiện,0.652542372881356,1.0,0.7897435897435898
giao,0.9044715447154471,0.9488272921108742,0.9261186264308012
vận,0.8439490445859873,0.9566787003610109,0.8967851099830796
tải,0.13333333333333333,1.0,0.23529411764705882
nữa,0.9711191335740073,0.9180887372013652,0.943859649122807
dẻo,0.7894736842105263,0.9375,0.8571428571428572
plastic,1.0,1.0,1.0
vàng,0.988394584139265,0.9257246376811594,0.9560336763330215
đen,0.17415730337078653,0.96875,0.29523809523809524
tùy,0.6991869918699187,0.819047619047619,0.7543859649122807
tuy,0.9961832061068703,0.9200940070505288,0.9566279780085523
toán,0.9246575342465754,0.9926470588235294,0.9574468085106385
trữ,0.9391304347826087,0.9391304347826087,0.9391304347826087
tỉ,1.0,0.8647540983606558,0.9274725274725275
bp,1.0,1.0,1.0
statistical,1.0,1.0,1.0
review,1.0,1.0,1.0
oeldorado,1.0,1.0,1.0
exxonmobil,1.0,1.0,1.0
mang,0.9590643274853801,0.845360824742268,0.8986301369863015
hiệu,0.9969325153374233,0.8678237650200267,0.9279086366880799
kinh,0.9967897271268058,0.8667131891137474,0.9272116461366182
tế,1.0,0.9074074074074074,0.9514563106796117
kỹ,0.933852140077821,0.96,0.9467455621301776
thuật,1.0,0.9984567901234568,0.9992277992277991
gần,1.0,0.8327645051194539,0.9087523277467411
đây,0.9981785063752276,0.6799007444168734,0.8088560885608855
đạt,0.7157534246575342,0.908695652173913,0.8007662835249042
mức,0.8827930174563591,0.9315789473684211,0.9065300896286812
dự,0.9454545454545454,0.8504672897196262,0.895448954489545
đoán,0.6633663366336634,1.0,0.7976190476190476
đủ,0.8171206225680934,0.8898305084745762,0.8519269776876267
ả,0.9186046511627907,0.9753086419753086,0.9461077844311376
rập,1.0,0.8787878787878788,0.9354838709677419
saudi,1.0,1.0,1.0
iran,1.0,1.0,1.0
iraq,1.0,1.0,1.0
kế,0.9726027397260274,0.8217592592592593,0.890840652446675
tiểu,0.8625592417061612,0.926208651399491,0.8932515337423313
vương,0.9988726042841037,0.9547413793103449,0.9763085399449036
thống,0.9950031230480949,0.9516129032258065,0.972824427480916
kuwait,1.0,1.0,1.0
venezuela,1.0,1.0,1.0
a,0.9701986754966887,0.9331210191082803,0.9512987012987013
triệu,0.9237749546279492,0.9640151515151515,0.943466172381835
tấn,0.940625,0.5584415584415584,0.7008149010477299
mexico,1.0,0.9,0.9473684210526316
việt,0.9858323494687131,0.9360986547085202,0.9603220241518113
nam,0.9191285081240768,0.928384930995897,0.9237335312673964
xếp,1.0,0.9956709956709957,0.9978308026030369
khẩu,1.0,0.921875,0.959349593495935
vài,0.9741935483870968,0.967948717948718,0.9710610932475885
nay,0.698076923076923,0.9692923898531375,0.8116266070430408
đặt,0.8836104513064132,0.8248337028824834,0.8532110091743119
tầm,0.646551724137931,0.9493670886075949,0.7692307692307693
mâu,0.847457627118644,0.9803921568627451,0.909090909090909
thuẫn,0.8688524590163934,0.9814814814814815,0.9217391304347826
trị,0.9759422614274258,0.93543428132206,0.9552590266875981
tổ,0.9973009446693657,0.7878464818763327,0.8802858844550329
chức,1.0,0.9709844559585492,0.9852786540483701
vũ,0.906832298136646,0.9495934959349593,0.9277204130262113
xung,1.0,0.9502487562189055,0.9744897959183674
đông,0.8827534039334342,0.790650406504065,0.8341672623302359
khủng,1.0,0.8888888888888888,0.9411764705882353
hoảng,0.9555555555555556,1.0,0.9772727272727273
dâu,0.0,-1,-1
tràn,0.2,1.0,0.33333333333333337
trận,0.94375,0.8031914893617021,0.867816091954023
ô,0.12365591397849462,1.0,0.22009569377990432
nhiễm,0.5630252100840336,0.9925925925925926,0.7184986595174262
ảnh,0.9278350515463918,0.9608540925266904,0.9440559440559441
hưởng,0.9586206896551724,0.9455782312925171,0.952054794520548
đem,0.9421052631578948,0.9132653061224489,0.9274611398963731
nhiệm,0.997289972899729,0.7714884696016772,0.8699763593380615
so,0.8931506849315068,0.9939024390243902,0.9408369408369409
co,0.0,-1,-1
xe,1.0,0.9532710280373832,0.9760765550239235
cộ,0.0,-1,-1
máy,1.0,0.7974537037037037,0.8873148744365744
móc,0.8,0.8421052631578947,0.8205128205128205
chạy,0.9624413145539906,0.5742296918767507,0.719298245614035
góp,1.0,0.9452054794520548,0.971830985915493
nóng,0.723404255319149,0.9855072463768116,0.834355828220859
tái,0.39263803680981596,0.9696969696969697,0.5589519650655023
trời,0.9916387959866221,0.9518459069020867,0.9713349713349713
đang,0.9450757575757576,0.6653333333333333,0.7809076682316118
bào,0.8429752066115702,0.9941520467836257,0.9123434704830053
fuel,1.0,1.0,1.0
cell,1.0,1.0,1.0
nghệ,1.0,0.8282208588957055,0.9060402684563758
vọng,0.8282828282828283,0.8631578947368421,0.8453608247422681
thay,0.9863201094391245,0.9486842105263158,0.9671361502347419
lai,0.29239766081871343,0.9803921568627451,0.4504504504504504
thanh,0.36116910229645094,0.9453551912568307,0.5226586102719032
tâm,0.9984825493171472,0.7214912280701754,0.8376830044557607
thật,0.8389261744966443,0.8680555555555556,0.8532423208191127
văn,0.9886091127098321,0.799321376635967,0.8839453229697132
tức,0.8306451612903226,0.9155555555555556,0.8710359408033826
bút,1.0,0.7804878048780488,0.8767123287671234
danh,0.9282511210762332,0.915929203539823,0.9220489977728284
thiện,0.7266187050359713,0.9528301886792453,0.8244897959183674
tri,0.5108695652173914,0.9791666666666666,0.6714285714285714
trí,0.9606879606879607,0.8806306306306306,0.918918918918919
đằng,0.11764705882352941,1.0,0.21052631578947367
điền,0.05434782608695652,0.5555555555555556,0.099009900990099
giỏi,0.06451612903225806,1.0,0.12121212121212122
hiểu,0.6929824561403509,0.9875,0.8144329896907218
rộng,1.0,0.8871951219512195,0.9402261712439418
lận,0.1,1.0,0.18181818181818182
đận,0.0,-1,-1
chốn,0.0,-1,-1
chọn,1.0,0.9090909090909091,0.9523809523809523
bèn,0.5151515151515151,1.0,0.6799999999999999
bên,1.0,0.8234482758620689,0.9031770045385779
mặc,0.984251968503937,0.9014423076923077,0.9410288582183187
khách,1.0,1.0,1.0
hồ,0.5763688760806917,0.8333333333333334,0.6814310051107325
họ,0.9816602316602316,0.7311286843997125,0.838071693448702
tôn,0.9544364508393285,0.9320843091334895,0.943127962085308
tồn,0.9952153110047847,0.9348314606741573,0.9640787949015064
hiến,0.611353711790393,0.9929078014184397,0.7567567567567568
thảo,0.9821428571428571,0.8333333333333334,0.9016393442622951
tờ,0.6197183098591549,0.9777777777777777,0.7586206896551724
biểu,1.0,0.983402489626556,0.9916317991631798
dâng,0.15,0.8571428571428571,0.2553191489361702
